baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
112.89478747970304,2.859521712498867,0.2969680137803195,9.629056261305578,6.028054634255407e-22,1.2313808604125233e-18,LGALS1
54.889780294218745,2.2772501870710298,0.2468565205326241,9.224995078750908,2.835739230000945e-20,3.8618042080562867e-17,TYROBP
91.16867384929088,2.719377056054263,0.3254229861661021,8.35643814867534,6.464029989136458e-17,6.60219863015425e-14,CRIP1
46.67691590607859,1.0854843960690723,0.1366529423258203,7.9433664405188,1.9676654558691274e-15,1.4616176763551493e-12,PYCARD
54.74607801110366,0.9270204025633796,0.1180907442460326,7.850068254561987,4.158109104995971e-15,2.831325791410173e-12,CAP1
229.71481455819273,0.9663272333716272,0.1252410950733407,7.715736059364136,1.2028600674837661e-14,7.0204068652927505e-12,TAGLN2
95.74281167800176,1.0048043108597091,0.1321421172009706,7.603967093485683,2.8718830624421725e-14,1.5287499085198308e-11,MYL12A
11.121296186596194,2.3035874473382223,0.3146388156060976,7.321370832459934,2.454505129366617e-13,1.114208967336368e-10,CRIP2
59.901258144693145,2.846723367731691,0.3977057167251138,7.157863837545209,8.194388384975315e-13,3.3478173746816646e-10,CFD
181.51036738523223,1.387620002162624,0.1985923369996857,6.9872786791608155,2.802691957514006e-12,1.0409452720384975e-09,S100A4
23.252931584377837,0.8292416594408021,0.1210010944880233,6.853174865479254,7.222870367906422e-12,2.3607229510465342e-09,NUDT5
74.33578954104719,1.1794422152508757,0.1732172360138874,6.809034957446818,9.825560462644938e-12,3.0878713284719918e-09,DBI
156.96367984201822,1.7486611445288711,0.2587198450858882,6.758898390451501,1.3904486060107491e-11,4.057626985612082e-09,S100A10
310.3547261697959,1.0030548228849157,0.150263713616364,6.675296375582727,2.467330257634418e-11,6.749617181513885e-09,SH3BGRL3
11.013210187030502,1.016072562123724,0.1522284655809439,6.674655480800671,2.478136280080976e-11,6.749617181513885e-09,COMMD8
162.40100759722367,0.7211764630389259,0.109617567038634,6.579022710700665,4.735504450701122e-11,1.1055373390479676e-08,ARPC3
124.78737741331598,0.7387822388404843,0.1139543665187249,6.483141115255885,8.983240291485988e-11,1.6311568093718222e-08,RHOA
43.19150609095719,1.4733741078832965,0.2279147581207983,6.464584040241857,1.0157783255184802e-10,1.8043314560459783e-08,S100A11
69.79065101897034,0.4854716757468365,0.0757894949530793,6.405527257404052,1.4985060972828165e-10,2.5172610365082765e-08,ACTR2
151.11415591280957,0.5339693303908537,0.0848771534307467,6.2910843355100505,3.1525599139197476e-10,4.860295671063824e-08,ARPC2
4.563996265024423,0.98422076324543,0.1567769596723682,6.277840604271508,3.4330759638431526e-10,5.1795888012238395e-08,C19orf12
39.654373896167115,0.7705399952041092,0.1227865871686892,6.275441096391987,3.4864445486147485e-10,5.1795888012238395e-08,HSBP1
21.56971176658141,0.8860280281832825,0.1413497476974441,6.268338236300253,3.649214473977107e-10,5.3245949047976693e-08,TWF2
48.931588569554336,0.5879118036782167,0.0941670638542661,6.243284855818325,4.2847553526350445e-10,5.8351226643968256e-08,ANP32A
42.83547679587189,1.253031709814096,0.2017415747271094,6.211073307567067,5.262391499905003e-10,7.049016548479312e-08,PLP2
34.60143791328844,0.6348177605739693,0.1027540004834679,6.178034505587013,6.490453149590244e-10,8.418014711952682e-08,TMEM50A
112.31491178306432,1.069565931840157,0.1755734689362194,6.09184256778966,1.116184264685735e-09,1.3818699434465368e-07,S100A6
35.02283748942033,1.0072781872823422,0.1659265128920734,6.070628314460658,1.2741076691781427e-09,1.5538408604260605e-07,UCP2
34.70048045223734,0.5491492649078428,0.0905168831458426,6.066815889175525,1.304709742203763e-09,1.56776225052161e-07,DENR
184.80506899465524,0.5781042108946598,0.0955912769278122,6.047666999272614,1.4695830734534667e-09,1.740284535244678e-07,TPM3
28.43380505587744,0.8104748558123276,0.1342719747947886,6.03606863644478,1.579141071027753e-09,1.817346717094052e-07,VDAC1
22.84143268853757,0.745607811624472,0.1243936053359912,5.993940039044293,2.0481691792205635e-09,2.2946180038590586e-07,TBCB
33.79048260741156,0.7338001211946334,0.1224266654847699,5.993793249934747,2.050019756231933e-09,2.2946180038590586e-07,SPI1
24.502767903092412,0.7680903731009889,0.1292802067404421,5.941283607653071,2.827988628959331e-09,3.08099934496356e-07,NUTF2
16.822654139529835,0.8351707206650768,0.1426665085096921,5.854006868110457,4.798687924666162e-09,4.901259879055901e-07,OSTF1
86.9510484186747,0.5256781387855116,0.090340729591494,5.818838758138683,5.925786254621538e-09,5.977728331668221e-07,YWHAB
25.788420556715007,0.8878376443730172,0.1541727495904414,5.75871966175313,8.475432344978593e-09,8.244375915573819e-07,PPP1R18
202.75755332257188,0.6242021431070751,0.1095232842375495,5.6992642929992625,1.203255618929165e-08,1.1566825485023774e-06,CFL1
71.2657948474192,0.8241530490392752,0.1447659583725018,5.69300309482027,1.2482412349878446e-08,1.185974317568102e-06,ARPC1B
187.9717583542836,0.5776352658714402,0.1017093975556075,5.679271333365533,1.352697538945564e-08,1.2560104080368417e-06,MYL6
31.37446832861066,1.6667207798617374,0.2944770796541129,5.659933811553129,1.51431388129076e-08,1.3880892968750554e-06,ANXA2
27.71841459622988,0.862448743037621,0.1525356746513008,5.654078922908975,1.566842079269218e-08,1.4068864428251407e-06,ETFB
37.11824658499193,0.750930247257341,0.1338401632558334,5.610649516482953,2.0156863200221138e-08,1.7337024127263884e-06,RBX1
10.321999971343358,0.7938908008917969,0.1421181290846576,5.586133211892256,2.321811647536472e-08,1.9558271105175785e-06,ELOVL1
21.82913203309862,0.575524177721472,0.103145055372349,5.579755380845502,2.4085707285421033e-08,2.008207288052809e-06,RAB10
13.560545195812091,0.7511528309062804,0.1348567223805968,5.570006579177815,2.547297163735584e-08,2.102420719685198e-06,NIPSNAP3A
27.240221996887385,0.6869630688317606,0.1238639499908074,5.546109815509223,2.92095410049326e-08,2.3630807876366763e-06,GTF3C6
21.04771740843709,0.8993656605739139,0.1626594807054958,5.529131512489372,3.2182002539889964e-08,2.5780308113082435e-06,PTRHD1
8.076601807940099,0.7763919988808776,0.1405453194752619,5.524139841722259,3.311036745165595e-08,2.6013924273796227e-06,ORMDL2
17.730539169955968,0.7999538492628047,0.1451252880122017,5.512160287292913,3.544558867277592e-08,2.7228062733176253e-06,LAMTOR2
4.88683486430491,1.127091706257992,0.2045122136410335,5.511121737874785,3.5655399736260674e-08,2.7228062733176253e-06,DUSP14
10.077087927008469,0.6416730327166918,0.1164964972025338,5.5080886389323584,3.62750752158737e-08,2.7444781443417033e-06,VTA1
4.069353039278454,1.4880631981815615,0.2722796437661862,5.465201796206995,4.623804893541461e-08,3.373313373672078e-06,TST
20.407675596353197,0.65226423297228,0.1195064534927273,5.457983346581144,4.8157281275403074e-08,3.45169425702911e-06,CAPN1
62.81621210340403,0.6707438096091091,0.1232212890832277,5.443408477540488,5.22705955241245e-08,3.713939443718446e-06,GNG5
20.47094900764738,0.5951859882180786,0.1094809794307411,5.436432806071119,5.4357824782572595e-08,3.828946433606902e-06,FNTA
43.88723004372712,0.682845718216427,0.1260350791586494,5.417902085473203,6.030242313490112e-08,4.211376918250232e-06,ABRACL
30.697278035091475,0.7015329972291442,0.1302332338032126,5.386743281589607,7.174579521757764e-08,4.689879141782614e-06,RHOG
