baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
6.305166263,0.287520581,0.231620429,1.241343788,0.214478775,0.486842447,TMEM156
3.145730809,0.285024325,0.406571957,0.701042756,0.483276333,0.731321572,CSF2RB
13.00298246,0.28388348,0.161437515,1.758472808,0.078667094,0.289654416,F11R
5.253190561,0.279283841,0.25719282,1.085892839,0.277526406,0.551128232,OPN3
9.621540561,0.277965542,0.146474033,1.897712086,0.05773402,0.244071331,NCSTN
67.86473534,0.277174754,0.171542019,1.615783445,0.106141142,0.349233512,ITM2C
7.622380424,0.275245049,0.201290021,1.367405336,0.171498291,0.434002404,IMPAD1
39.29212622,0.274717133,0.174955069,1.570215339,0.116365022,0.368951003,SLC38A1
7.467836477,0.271051627,0.232379722,1.166416867,0.243445942,0.521167526,B4GALT5
2.669352637,0.270730742,0.350337889,0.772770375,0.439658289,0.697521538,SVOPL
7.525332371,0.270127734,0.176082956,1.534093588,0.125006631,0.381222511,SRD5A3
13.74421641,0.269277301,0.191369224,1.407108707,0.159395157,0.421857545,SLC12A6
97.61990928,0.26759869,0.089165283,3.001153374,0.002689591,0.034693104,RTN4
14.40436637,0.267506637,0.26300225,1.017126801,0.309093112,0.585226059,CD151
62.5342663,0.266644576,0.137947089,1.932948198,0.05324258,0.232099002,CD47
6.568744722,0.260453444,0.199850895,1.303238816,0.192493242,0.459110747,MR1
7.647038424,0.259686109,0.177416388,1.463709816,0.143273252,0.399905047,SLC39A6
20.54302545,0.256261111,0.117648535,2.178192108,0.029391737,0.165682501,TMEM179B
46.81721624,0.252967791,0.147429262,1.715858769,0.086187895,0.311602389,CD53
6.145634711,0.251574541,0.44376188,0.566913367,0.570773042,0.782242986,CPVL
14.89896853,0.250235885,0.161000616,1.554254207,0.120123792,0.371025007,SEL1L
3.441208358,0.248795976,0.235953947,1.054425998,0.291687925,0.565251934,GALNS
10.26584694,0.247315159,0.177751452,1.3913538,0.164118167,0.427134904,CALU
4.246125871,0.247080586,0.217951803,1.133647819,0.256942306,0.526402314,SLC17A5
15.71695981,0.246567043,0.237896611,1.036446217,0.299994019,0.572064966,TNFSF13B
9.333786809,0.245572591,0.193758417,1.267416379,0.205006446,0.476700328,CD244
2.097432512,0.244966636,0.273876061,0.894443402,0.371084699,0.647723498,CTNS
11.97368358,0.244593052,0.599580329,0.407940421,0.683317416,0.858264624,SCN9A
17.78093917,0.242545697,0.297426357,0.815481517,0.41479674,0.688096321,CD38
19.4275856,0.239774866,0.171193958,1.400603554,0.161332658,0.425428361,ITGA5
33.76144277,0.235353332,0.156017788,1.508503195,0.13142579,0.390368795,ACTN4
9.709806595,0.233467537,0.199902222,1.167908669,0.242843607,0.521167526,LY75
209.3492073,0.230094114,0.103441401,2.224390923,0.026122154,0.160411348,ENO1
5.316949151,0.229298229,0.247215709,0.927522887,0.353655114,0.630737581,MINPP1
3.317375658,0.22922808,0.296962356,0.771909555,0.440167998,0.697521538,ACP2
7.025073263,0.228807918,0.173536535,1.31849998,0.187336332,0.452210662,GLT8D1
2.926513558,0.225318715,0.327970716,0.687008638,0.492077285,0.739040885,ADAMTSL4
1.962210659,0.223404361,0.249612691,0.895004015,0.370784941,0.647723498,APLF
2.592825943,0.223349506,0.30492219,0.732480327,0.463875446,0.716898416,ZDHHC23
14.39580265,0.221651902,0.192706248,1.150206103,0.250058993,0.523725268,IL27RA
50.59848652,0.220314034,0.15257601,1.443962483,0.148749529,0.403676868,RNF130
6.818883085,0.220101841,0.344814844,0.638318927,0.523266094,0.749837837,ITGAL
34.62670491,0.217523601,0.121135803,1.795700325,0.07254219,0.276005761,SSR3
3.526262761,0.217129451,0.421641282,0.514962507,0.60657922,0.807087679,CD4
10.31939129,0.216391146,0.178776814,1.210398273,0.226126104,0.504678093,STT3A
14.23420484,0.216323586,0.156717923,1.380337246,0.167482832,0.43148073,SCARB2
9.247181608,0.215289556,0.195626945,1.100510752,0.271109648,0.545633775,SHMT2
47.7946304,0.212470313,0.129592239,1.639529606,0.10110301,0.337997092,MYH9
