Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Cellular senescence,0.27096196254304095,1.2024983231894253,0.15459882583170254,0.3130920646334842,1.0,23/95,15.37%,VDAC1;CAPN1;PPP1CA;VDAC3;SLC25A6;SLC25A5;KRAS;PPID;MAPK1;EIF4EBP1;CALM2;MYC;VDAC2;TGFB1;MAP2K2;CCNA1;CALM1;NRAS;CAPN2;AKT1;CALM3;SMAD2;PPP1CC
prerank,PD-L1 expression and PD-1 checkpoint pathway in cancer,-0.2917466749886406,-1.2002231752751211,0.17738791423001948,0.4835009973115948,1.0,8/60,6.58%,JUN;FOS;STAT3;NFKBIB;NFKBIA;EML4;RAF1;MAP3K3
prerank,Longevity regulating pathway,-0.28804001123018297,-1.199248316615681,0.1574642126789366,0.4713512718022301,1.0,23/65,22.91%,FOXO3;IRS2;SOD2;SIRT1;ATF6B;EHMT2;SESN3;ULK1;PIK3R1;INSR;FOXO1;EHMT1;PRKAG2;AKT2;ATF2;AKT3;ATF4;ADIPOR2;CREB5;PRKAG1;RB1CC1;PIK3CB;CREB3L2
prerank,ErbB signaling pathway,-0.3038107469177553,-1.1981451648890717,0.18442622950819673,0.4600998841996256,1.0,13/53,16.01%,JUN;AREG;EREG;BRAF;RAF1;PIK3R1;ABL2;PLCG2;PAK4;MAP2K7;AKT2;ABL1;STAT5B
prerank,Pancreatic secretion,0.33601884367772555,1.1979580656390143,0.22115384615384615,0.3173374809709335,1.0,7/32,12.36%,RHOA;RAC1;RAP1B;RAP1A;RAB8A;RAB11A;GNAS
prerank,Colorectal cancer,-0.28876167273148773,-1.192258473083377,0.16255144032921812,0.46075052343372525,1.0,10/65,6.52%,JUN;FOS;GADD45B;AREG;TCF7;EREG;BRAF;CYCS;RAF1;TCF7L2
prerank,Hepatocellular carcinoma,0.27325278739412695,1.189319054763374,0.14457831325301204,0.3283501892681921,1.0,27/86,22.63%,MGST3;ACTG1;BAX;KRAS;GSTO1;MAPK1;MYC;PBRM1;GSTP1;TGFB1;MAP2K2;NRAS;SMARCB1;SMARCE1;TXNRD1;AKT1;BAK1;SMAD2;KEAP1;MGST2;HRAS;ACTL6A;SMARCD2;SMAD3;PIK3CA;MGST1;TGFBR1
prerank,Viral myocarditis,0.39671289750042577,1.1887700655633633,0.23625254582484725,0.3259122632119203,1.0,5/18,14.13%,RAC2;ACTG1;RAC1;BID;ITGB2
prerank,RNA degradation,-0.28552291679067354,-1.1808503879663583,0.18672199170124482,0.4737760047793869,1.0,17/61,16.52%,BTG1;BTG2;CNOT4;TOB2;TOB1;DCP1A;CNOT2;PAN2;PABPC4;DHX36;DDX6;BTG3;CNOT1;CNOT10;PARN;PAN3;XRN1
prerank,Gap junction,0.32863722654637084,1.169527117331181,0.22444889779559118,0.35734097430206735,1.0,10/34,19.27%,GNAI2;TUBB6;KRAS;MAPK1;MAP2K2;NRAS;GNAS;GNAI3;TUBA1C;HRAS
prerank,cAMP signaling pathway,0.27550411555136645,1.1644705498619627,0.1845841784989858,0.3627757149719043,1.0,20/76,15.70%,RHOA;GNAI2;PPP1CA;RAC2;ORAI1;RAC1;RAP1B;RAP1A;MAPK1;CALM2;ROCK2;SUCNR1;MAPK9;MAP2K2;CALM1;GNAS;AKT1;CALM3;PPP1CC;GNAI3
prerank,Kaposi sarcoma-associated herpesvirus infection,-0.2517996333987134,-1.1642763543548844,0.17261904761904762,0.5034044537990423,1.0,25/118,14.64%,JUN;FOS;STAT3;TCF7;PTGS2;IL6ST;NFKBIA;CXCL3;CYCS;ZFP36;RAF1;CXCL2;TCF7L2;GABARAPL1;IRF3;MAPKAPK2;EP300;PIK3R1;PLCG2;JAK2;IRF9;ITPR1;MAP2K7;ATG14;AKT2
prerank,Human papillomavirus infection,0.23899202008348797,1.1609904817436245,0.14785992217898833,0.36576722425709735,1.0,43/156,21.99%,CDC42;TNFRSF1A;BAX;SLC9A3R1;HDAC1;KRAS;ATP6V1F;MAPK1;EIF4EBP1;ATP6V1G1;PSMC1;TADA3;ATP6V0E1;PPP2CB;FADD;MAP2K2;PKM;CCNA1;BCAP31;NRAS;GNAS;PXN;ATP6V1E1;AKT1;BAK1;ATP6V0B;ISG15;TRADD;HDAC2;PPP2R5A;IFNAR1;HRAS;ITGB7;PRKCI;ATP6V1B2;ITGB1;PPP2R1A;ATP6V1A;FAS;MFNG;PIK3CA;JAK1;IKBKG
prerank,Adipocytokine signaling pathway,-0.30345592083887785,-1.1565033374421296,0.21414141414141413,0.5093090022776132,1.0,15/44,22.86%,STAT3;IRS2;NFKBIB;NFKBIA;SOCS3;ACSL1;JAK2;PRKAG2;AKT2;RXRB;NFKBIE;AKT3;ADIPOR2;PRKAG1;TNF
prerank,Renal cell carcinoma,0.2931064884828683,1.1560482489384667,0.24165029469548133,0.37138130055886365,1.0,13/51,14.18%,RBX1;PAK2;CDC42;RAC1;KRAS;RAP1B;RAP1A;MAPK1;TGFB1;MAP2K2;NRAS;AKT1;FH
prerank,Amino sugar and nucleotide sugar metabolism,0.3236215277519185,1.1559154468249606,0.24435318275154005,0.36803991775490463,1.0,8/31,20.13%,CMAS;CYB5R3;PGM2;HK1;PGM1;UXS1;GALK1;GMDS
prerank,Carbohydrate digestion and absorption,-0.38579350128845413,-1.1533926351464054,0.27070707070707073,0.503685716763507,1.0,8/17,22.41%,ATP1A1;PIK3R1;PLCB1;AKT2;AKT3;PLCB2;ATP1B1;PIK3CB
prerank,Cell cycle,0.268439555010987,1.1513956594083905,0.19583333333333333,0.37305058980086997,1.0,22/78,18.93%,YWHAB;RBX1;SMC3;YWHAH;HDAC1;ANAPC11;YWHAE;RAD21;MYC;CDKN2D;TGFB1;CCNA1;BUB3;CDC23;CDC26;SMAD2;SKP2;HDAC2;YWHAQ;YWHAG;MCM6;CDC16
prerank,Cushing syndrome,-0.2817611636025089,-1.1500168007436447,0.21188118811881188,0.49999132772526234,1.0,22/60,23.25%,NR4A1;TCF7;BRAF;ARMC5;ATF6B;TCF7L2;RBBP5;ITPR1;PLCB1;KMT2D;ATF2;ATF4;PLCB2;AHR;USP8;CTNNB1;WDR5;CREB5;SCARB1;DVL2;CREB3L2;LDLR
