gene,lspc_pct,hspc_pct,log2FC,padj
LRP10,23.01367632692934,12.059216613549912,0.3995571998256253,0.1928245218967559
LRP11,0.5942689677629437,0.40094582091086667,,
LRP12,9.882774340605666,9.468489770741236,-0.2057941111843081,0.5914829819909987
LRP2,0.0325626831650928,0.03084198622391282,,
LRP3,0.4558775643112993,0.4420684692094171,,
LRP5,4.338977531748616,3.1150406086151947,,
LRP6,2.6457180071637905,4.287036085123882,,
LRP8,4.819277108433735,3.1253212706898323,,
LRPAP1,37.69130576359492,29.978410609643262,0.0653201194728681,0.794815382328357
LRRC19,0.30120481927710846,0.12336794489565128,,
LRRC24,0.9361771409964181,0.5962784003289812,,
LRRC25,1.465320742429176,0.9046982625681094,,
LRRC37A,1.22110061869098,0.5551557520304308,,
LRRC37A2,3.777271247150765,2.7038141256296906,,
LRRC37A3,2.018886356235754,0.863575614269559,,
LRRC37B,7.106805600781504,6.435694458723142,-0.2926437919848766,0.3918259328491565
LRRC4,0.9361771409964181,0.4523491312840547,,
LRRC8A,10.753826115271899,15.770535622494089,-0.2341327148841478,0.5885683285159409
LRRC8B,13.04949527841094,12.89195024159556,-0.039674524804751,0.931669701220502
LRRC8C,12.626180397264735,5.685206127274596,0.4352387049911408,0.2320990022646778
LRRTM2,1.2048192771084338,0.4317878071347795,,
LSMEM1,1.6769781830022794,2.0355710907782463,,
LTA,0.17095408661673722,0.041122648298550425,,
LTA4H,38.56235753826115,43.08625475480621,-0.0261441785868764,0.94065524963069
LTB,29.01335070009769,5.54127685822967,0.8185168651143105,0.2410909435302531
LTB4R,8.409312927385217,2.8888660429731674,-0.1044523646841633,0.8612439322353802
LTB4R2,2.9794855096059916,1.2439601110311505,,
LTBP1,2.3038098339303157,1.727151228539118,,
LTBP3,13.30185607294041,16.15092011925568,-0.5026458460986565,0.0613471033147425
LTBR,25.667535004884403,18.957540865631746,0.1631026862743615,0.4767003275240499
LTC4S,21.39368283946597,14.21815564922381,0.5987246833719293,0.2596473309028941
LTK,2.7759687398241617,0.2981392001644906,,
LY6E,53.264408987300556,55.30996196155032,0.5671583013211986,0.1116681744032108
LY6G6C,1.1803972647346141,1.0177855453891231,,
LY75,16.492999023119506,17.13786367842089,0.2334675374989006,0.5211675255724808
LY86,6.431129925105829,0.6682430348514444,1.6595101019235077,0.0431940479120349
LY9,0.5617062845978509,0.287858538089853,,
LYNX1,0.17095408661673722,0.09252595867173846,,
LYPD2,0.0162813415825464,0.0,,
LYPD3,0.5128622598502116,1.0897501799115863,,
LYPD5,0.21979811136437644,0.4420684692094171,,
LYPD6B,2.5236079452946925,0.8018916418217333,,
LYSMD3,16.33018560729404,15.030327953120182,-0.2947514111979405,0.2524768258375746
LZTFL1,10.892217518723543,9.951680888249204,-0.3023520701663576,0.2832489252832707
M6PR,47.199609247802016,39.405777732085944,0.1799177348811972,0.3710250067580513
MADCAM1,1.3920547053077175,1.1925568006579623,,
